# polypus-physics depth-dose experiment — numerical results
# beam: monoenergetic 100 keV photon pencil beam along +z from (0,0,0)
# medium: water (rho = 1000.0 kg/m^3)
# beam_energy_mev: 0.100000
# n_primaries: 20000
# seed: 2026
# geometry_box_min_cm: [-5.000, -5.000, 0.000]
# geometry_box_max_cm: [5.000, 5.000, 10.000]
# voxel_size_cm: 1.000
# dims_nx_ny_nz: [10, 10, 10]
# mu_100kev_water_per_m: 16.6780
# total_deposit_in_grid_mev: 463.684314
# overflow_mev: 0.000000
# note: dose_gy is absolute for n_primaries; dose_gy_per_primary = dose_gy / n_primaries
# note: local deposition is valid at 100 keV (e- range < 0.2 mm << 1 cm voxel)
ix,iy,iz,x_center_cm,y_center_cm,z_center_cm,energy_mev,dose_gy,dose_gy_per_primary
0,7,2,-4.500,2.500,2.500,9.297833e-2,1.489677e-11,7.448385e-16
1,7,2,-3.500,2.500,2.500,2.031479e-1,3.254788e-11,1.627394e-15
2,7,2,-2.500,2.500,2.500,3.731306e-1,5.978211e-11,2.989105e-15
3,7,2,-1.500,2.500,2.500,1.639035e-1,2.626024e-11,1.313012e-15
4,7,2,-0.500,2.500,2.500,3.001509e-1,4.808948e-11,2.404474e-15
5,7,2,0.500,2.500,2.500,1.563605e-1,2.505172e-11,1.252586e-15
6,7,2,1.500,2.500,2.500,1.796173e-1,2.877786e-11,1.438893e-15
7,7,2,2.500,2.500,2.500,2.432397e-1,3.897130e-11,1.948565e-15
8,7,2,3.500,2.500,2.500,1.222468e-1,1.958609e-11,9.793047e-16
9,7,2,4.500,2.500,2.500,5.344374e-2,8.562631e-12,4.281316e-16
0,8,2,-4.500,3.500,2.500,6.601860e-2,1.057735e-11,5.288673e-16
1,8,2,-3.500,3.500,2.500,8.220388e-3,1.317051e-12,6.585257e-17
2,8,2,-2.500,3.500,2.500,1.178018e-1,1.887393e-11,9.436967e-16
3,8,2,-1.500,3.500,2.500,1.179530e-1,1.889815e-11,9.449077e-16
4,8,2,-0.500,3.500,2.500,7.587757e-2,1.215693e-11,6.078464e-16
5,8,2,0.500,3.500,2.500,1.486225e-1,2.381196e-11,1.190598e-15
6,8,2,1.500,3.500,2.500,9.345947e-2,1.497386e-11,7.486929e-16
7,8,2,2.500,3.500,2.500,7.774063e-2,1.245542e-11,6.227711e-16
8,8,2,3.500,3.500,2.500,1.533570e-1,2.457050e-11,1.228525e-15
9,8,2,4.500,3.500,2.500,5.558329e-2,8.905426e-12,4.452713e-16
0,9,2,-4.500,4.500,2.500,4.391548e-3,7.036036e-13,3.518018e-17
1,9,2,-3.500,4.500,2.500,6.187987e-2,9.914248e-12,4.957124e-16
2,9,2,-2.500,4.500,2.500,6.368354e-2,1.020323e-11,5.101614e-16
3,9,2,-1.500,4.500,2.500,8.895654e-2,1.425241e-11,7.126204e-16
4,9,2,-0.500,4.500,2.500,1.182796e-1,1.895048e-11,9.475240e-16
5,9,2,0.500,4.500,2.500,1.004827e-1,1.609911e-11,8.049553e-16
6,9,2,1.500,4.500,2.500,1.720966e-1,2.757292e-11,1.378646e-15
7,9,2,2.500,4.500,2.500,1.108684e-1,1.776307e-11,8.881535e-16
8,9,2,3.500,4.500,2.500,1.689987e-1,2.707657e-11,1.353829e-15
9,9,2,4.500,4.500,2.500,1.000102e-1,1.602341e-11,8.011704e-16
0,0,3,-4.500,-4.500,3.500,2.376319e-2,3.807282e-12,1.903641e-16
1,0,3,-3.500,-4.500,3.500,9.739147e-2,1.560383e-11,7.801917e-16
2,0,3,-2.500,-4.500,3.500,4.087013e-2,6.548117e-12,3.274059e-16
3,0,3,-1.500,-4.500,3.500,1.872873e-1,3.000673e-11,1.500337e-15
4,0,3,-0.500,-4.500,3.500,1.434753e-1,2.298728e-11,1.149364e-15
5,0,3,0.500,-4.500,3.500,9.744497e-2,1.561240e-11,7.806202e-16
6,0,3,1.500,-4.500,3.500,8.303619e-2,1.330386e-11,6.651932e-16
7,0,3,2.500,-4.500,3.500,1.499586e-1,2.402602e-11,1.201301e-15
8,0,3,3.500,-4.500,3.500,1.021578e-1,1.636748e-11,8.183741e-16
9,0,3,4.500,-4.500,3.500,1.114100e-1,1.784985e-11,8.924923e-16
0,1,3,-4.500,-3.500,3.500,2.069928e-1,3.316391e-11,1.658195e-15
1,1,3,-3.500,-3.500,3.500,7.743836e-2,1.240699e-11,6.203497e-16
2,1,3,-2.500,-3.500,3.500,9.157878e-2,1.467254e-11,7.336269e-16
3,1,3,-1.500,-3.500,3.500,1.649616e-1,2.642977e-11,1.321488e-15
4,1,3,-0.500,-3.500,3.500,1.988101e-1,3.185290e-11,1.592645e-15
5,1,3,0.500,-3.500,3.500,1.099462e-1,1.761533e-11,8.807665e-16
6,1,3,1.500,-3.500,3.500,8.806255e-2,1.410918e-11,7.054588e-16
7,1,3,2.500,-3.500,3.500,4.861550e-2,7.789062e-12,3.894531e-16
8,1,3,3.500,-3.500,3.500,2.759853e-2,4.421771e-12,2.210886e-16
9,1,3,4.500,-3.500,3.500,2.645388e-2,4.238379e-12,2.119190e-16
0,2,3,-4.500,-2.500,3.500,6.962507e-2,1.115517e-11,5.577583e-16
1,2,3,-3.500,-2.500,3.500,2.230596e-1,3.573808e-11,1.786904e-15
2,2,3,-2.500,-2.500,3.500,9.014656e-2,1.444307e-11,7.221536e-16
3,2,3,-1.500,-2.500,3.500,2.037949e-1,3.265155e-11,1.632577e-15
4,2,3,-0.500,-2.500,3.500,4.411795e-1,7.068475e-11,3.534237e-15
5,2,3,0.500,-2.500,3.500,3.634788e-1,5.823573e-11,2.911786e-15
6,2,3,1.500,-2.500,3.500,3.895466e-1,6.241224e-11,3.120612e-15
7,2,3,2.500,-2.500,3.500,8.388985e-2,1.344064e-11,6.720318e-16
8,2,3,3.500,-2.500,3.500,1.673282e-1,2.680894e-11,1.340447e-15
9,2,3,4.500,-2.500,3.500,2.909351e-1,4.661295e-11,2.330647e-15
0,3,3,-4.500,-1.500,3.500,3.363812e-2,5.389421e-12,2.694711e-16
1,3,3,-3.500,-1.500,3.500,1.367105e-1,2.190343e-11,1.095172e-15
2,3,3,-2.500,-1.500,3.500,2.936806e-1,4.705282e-11,2.352641e-15
3,3,3,-1.500,-1.500,3.500,4.989631e-1,7.994271e-11,3.997135e-15
4,3,3,-0.500,-1.500,3.500,8.084050e-1,1.295208e-10,6.476038e-15
5,3,3,0.500,-1.500,3.500,8.240395e-1,1.320257e-10,6.601284e-15
6,3,3,1.500,-1.500,3.500,4.490980e-1,7.195343e-11,3.597671e-15
7,3,3,2.500,-1.500,3.500,3.456347e-1,5.537679e-11,2.768839e-15
8,3,3,3.500,-1.500,3.500,1.605260e-1,2.571910e-11,1.285955e-15
9,3,3,4.500,-1.500,3.500,4.185938e-2,6.706612e-12,3.353306e-16
0,4,3,-4.500,-0.500,3.500,2.268374e-2,3.634335e-12,1.817168e-16
1,4,3,-3.500,-0.500,3.500,1.577423e-1,2.527310e-11,1.263655e-15
2,4,3,-2.500,-0.500,3.500,2.586253e-1,4.143634e-11,2.071817e-15
3,4,3,-1.500,-0.500,3.500,6.053389e-1,9.698599e-11,4.849299e-15
4,4,3,-0.500,-0.500,3.500,2.155962e0,3.454232e-10,1.727116e-14
5,4,3,0.500,-0.500,3.500,1.966289e0,3.150343e-10,1.575171e-14
6,4,3,1.500,-0.500,3.500,4.938001e-1,7.911549e-11,3.955775e-15
7,4,3,2.500,-0.500,3.500,3.927455e-1,6.292476e-11,3.146238e-15
8,4,3,3.500,-0.500,3.500,2.520592e-1,4.038434e-11,2.019217e-15
9,4,3,4.500,-0.500,3.500,1.396283e-1,2.237092e-11,1.118546e-15
0,5,3,-4.500,0.500,3.500,6.105209e-2,9.781624e-12,4.890812e-16
1,5,3,-3.500,0.500,3.500,2.818794e-1,4.516206e-11,2.258103e-15
2,5,3,-2.500,0.500,3.500,5.370105e-1,8.603856e-11,4.301928e-15
3,5,3,-1.500,0.500,3.500,6.217207e-1,9.961064e-11,4.980532e-15
4,5,3,-0.500,0.500,3.500,2.250050e0,3.604978e-10,1.802489e-14
5,5,3,0.500,0.500,3.500,2.844591e1,4.557537e-9,2.278769e-13
6,5,3,1.500,0.500,3.500,6.980170e-1,1.118347e-10,5.591733e-15
7,5,3,2.500,0.500,3.500,3.159661e-1,5.062335e-11,2.531168e-15
8,5,3,3.500,0.500,3.500,1.162535e-1,1.862587e-11,9.312933e-16
9,5,3,4.500,0.500,3.500,7.894071e-2,1.264770e-11,6.323848e-16
0,6,3,-4.500,1.500,3.500,2.874543e-2,4.605526e-12,2.302763e-16
1,6,3,-3.500,1.500,3.500,1.410534e-1,2.259924e-11,1.129962e-15
2,6,3,-2.500,1.500,3.500,1.978466e-1,3.169851e-11,1.584926e-15
3,6,3,-1.500,1.500,3.500,3.075827e-1,4.928019e-11,2.464009e-15
4,6,3,-0.500,1.500,3.500,7.010656e-1,1.123231e-10,5.616154e-15
5,6,3,0.500,1.500,3.500,7.496891e-1,1.201134e-10,6.005672e-15
6,6,3,1.500,1.500,3.500,4.314287e-1,6.912251e-11,3.456125e-15
7,6,3,2.500,1.500,3.500,2.306191e-1,3.694925e-11,1.847462e-15
8,6,3,3.500,1.500,3.500,1.850309e-1,2.964522e-11,1.482261e-15
9,6,3,4.500,1.500,3.500,5.523496e-2,8.849616e-12,4.424808e-16
0,7,3,-4.500,2.500,3.500,5.620191e-2,9.004538e-12,4.502269e-16
1,7,3,-3.500,2.500,3.500,1.456905e-1,2.334219e-11,1.167110e-15
2,7,3,-2.500,2.500,3.500,3.499296e-1,5.606491e-11,2.803245e-15
3,7,3,-1.500,2.500,3.500,5.394124e-1,8.642339e-11,4.321170e-15
4,7,3,-0.500,2.500,3.500,4.108320e-1,6.582254e-11,3.291127e-15
5,7,3,0.500,2.500,3.500,4.100518e-1,6.569755e-11,3.284877e-15
6,7,3,1.500,2.500,3.500,2.455183e-1,3.933637e-11,1.966818e-15
7,7,3,2.500,2.500,3.500,1.831022e-1,2.933621e-11,1.466810e-15
8,7,3,3.500,2.500,3.500,1.499456e-1,2.402393e-11,1.201197e-15
9,7,3,4.500,2.500,3.500,1.531542e-2,2.453800e-12,1.226900e-16
0,8,3,-4.500,3.500,3.500,6.214517e-2,9.956753e-12,4.978377e-16
1,8,3,-3.500,3.500,3.500,7.570773e-2,1.212972e-11,6.064858e-16
2,8,3,-2.500,3.500,3.500,1.471901e-1,2.358245e-11,1.179123e-15
3,8,3,-1.500,3.500,3.500,1.728598e-1,2.769519e-11,1.384760e-15
4,8,3,-0.500,3.500,3.500,2.833460e-1,4.539703e-11,2.269852e-15
5,8,3,0.500,3.500,3.500,2.372188e-1,3.800664e-11,1.900332e-15
6,8,3,1.500,3.500,3.500,5.237664e-2,8.391664e-12,4.195832e-16
7,8,3,2.500,3.500,3.500,1.046465e-1,1.676621e-11,8.383107e-16
8,8,3,3.500,3.500,3.500,2.388264e-2,3.826421e-12,1.913210e-16
9,8,3,4.500,3.500,3.500,6.034417e-2,9.668202e-12,4.834101e-16
0,9,3,-4.500,4.500,3.500,4.787164e-2,7.669883e-12,3.834941e-16
1,9,3,-3.500,4.500,3.500,5.778785e-2,9.258635e-12,4.629317e-16
2,9,3,-2.500,4.500,3.500,1.512739e-1,2.423676e-11,1.211838e-15
3,9,3,-1.500,4.500,3.500,3.544166e-2,5.678380e-12,2.839190e-16
4,9,3,-0.500,4.500,3.500,1.032635e-1,1.654463e-11,8.272316e-16
5,9,3,0.500,4.500,3.500,1.347352e-1,2.158696e-11,1.079348e-15
6,9,3,1.500,4.500,3.500,2.002425e-1,3.208238e-11,1.604119e-15
7,9,3,2.500,4.500,3.500,1.061350e-1,1.700470e-11,8.502349e-16
8,9,3,3.500,4.500,3.500,5.866209e-2,9.398703e-12,4.699351e-16
9,9,3,4.500,4.500,3.500,9.492418e-3,1.520853e-12,7.604265e-17
0,0,4,-4.500,-4.500,4.500,1.453875e-2,2.329364e-12,1.164682e-16
1,0,4,-3.500,-4.500,4.500,1.161755e-1,1.861336e-11,9.306680e-16
2,0,4,-2.500,-4.500,4.500,1.251088e-1,2.004463e-11,1.002232e-15
3,0,4,-1.500,-4.500,4.500,7.326144e-2,1.173778e-11,5.868888e-16
4,0,4,-0.500,-4.500,4.500,1.159752e-1,1.858128e-11,9.290641e-16
5,0,4,0.500,-4.500,4.500,4.241195e-2,6.795144e-12,3.397572e-16
6,0,4,1.500,-4.500,4.500,8.549443e-2,1.369772e-11,6.848859e-16
7,0,4,2.500,-4.500,4.500,6.753654e-2,1.082055e-11,5.410273e-16
8,0,4,3.500,-4.500,4.500,5.412722e-2,8.672137e-12,4.336069e-16
9,0,4,4.500,-4.500,4.500,7.444995e-2,1.192820e-11,5.964098e-16
0,1,4,-4.500,-3.500,4.500,4.871683e-2,7.805296e-12,3.902648e-16
1,1,4,-3.500,-3.500,4.500,1.213893e-1,1.944871e-11,9.724354e-16
2,1,4,-2.500,-3.500,4.500,7.582393e-2,1.214833e-11,6.074167e-16
3,1,4,-1.500,-3.500,4.500,2.603753e-1,4.171672e-11,2.085836e-15
4,1,4,-0.500,-3.500,4.500,3.061522e-1,4.905098e-11,2.452549e-15
5,1,4,0.500,-3.500,4.500,1.962210e-1,3.143807e-11,1.571904e-15
6,1,4,1.500,-3.500,4.500,1.576761e-1,2.526249e-11,1.263125e-15
7,1,4,2.500,-3.500,4.500,1.952253e-1,3.127853e-11,1.563927e-15
8,1,4,3.500,-3.500,4.500,1.035688e-1,1.659355e-11,8.296774e-16
9,1,4,4.500,-3.500,4.500,2.742199e-2,4.393487e-12,2.196744e-16
0,2,4,-4.500,-2.500,4.500,3.313216e-2,5.308357e-12,2.654179e-16
1,2,4,-3.500,-2.500,4.500,1.216947e-1,1.949764e-11,9.748821e-16
2,2,4,-2.500,-2.500,4.500,2.686195e-2,4.303759e-12,2.151879e-16
3,2,4,-1.500,-2.500,4.500,2.999658e-1,4.805981e-11,2.402991e-15
4,2,4,-0.500,-2.500,4.500,3.257557e-1,5.219182e-11,2.609591e-15
5,2,4,0.500,-2.500,4.500,3.356837e-1,5.378245e-11,2.689123e-15
6,2,4,1.500,-2.500,4.500,3.011675e-1,4.825235e-11,2.412617e-15
7,2,4,2.500,-2.500,4.500,1.679196e-1,2.690368e-11,1.345184e-15
8,2,4,3.500,-2.500,4.500,5.264553e-2,8.434744e-12,4.217372e-16
9,2,4,4.500,-2.500,4.500,1.200172e-1,1.922887e-11,9.614436e-16
0,3,4,-4.500,-1.500,4.500,5.217420e-2,8.359229e-12,4.179615e-16
1,3,4,-3.500,-1.500,4.500,1.761589e-1,2.822377e-11,1.411188e-15
2,3,4,-2.500,-1.500,4.500,9.227998e-2,1.478488e-11,7.392441e-16
3,3,4,-1.500,-1.500,4.500,2.582138e-1,4.137041e-11,2.068520e-15
4,3,4,-0.500,-1.500,4.500,5.517534e-1,8.840065e-11,4.420032e-15
5,3,4,0.500,-1.500,4.500,6.420811e-1,1.028727e-10,5.143637e-15
6,3,4,1.500,-1.500,4.500,2.950927e-1,4.727907e-11,2.363953e-15
7,3,4,2.500,-1.500,4.500,1.473334e-1,2.360541e-11,1.180270e-15
8,3,4,3.500,-1.500,4.500,1.201216e-1,1.924561e-11,9.622804e-16
9,3,4,4.500,-1.500,4.500,8.172065e-2,1.309309e-11,6.546546e-16
0,4,4,-4.500,-0.500,4.500,2.194572e-2,3.516092e-12,1.758046e-16
1,4,4,-3.500,-0.500,4.500,1.856266e-1,2.974065e-11,1.487033e-15
2,4,4,-2.500,-0.500,4.500,3.691235e-1,5.914011e-11,2.957006e-15
3,4,4,-1.500,-0.500,4.500,7.458855e-1,1.195040e-10,5.975202e-15
4,4,4,-0.500,-0.500,4.500,1.627202e0,2.607065e-10,1.303532e-14
5,4,4,0.500,-0.500,4.500,1.822136e0,2.919384e-10,1.459692e-14
6,4,4,1.500,-0.500,4.500,5.412791e-1,8.672247e-11,4.336123e-15
7,4,4,2.500,-0.500,4.500,3.424354e-1,5.486420e-11,2.743210e-15
8,4,4,3.500,-0.500,4.500,2.332275e-1,3.736716e-11,1.868358e-15
9,4,4,4.500,-0.500,4.500,1.204103e-1,1.929186e-11,9.645931e-16
0,5,4,-4.500,0.500,4.500,2.115082e-1,3.388736e-11,1.694368e-15
1,5,4,-3.500,0.500,4.500,7.667447e-2,1.228460e-11,6.142302e-16
2,5,4,-2.500,0.500,4.500,4.436870e-1,7.108649e-11,3.554324e-15
3,5,4,-1.500,0.500,4.500,8.121176e-1,1.301156e-10,6.505779e-15
4,5,4,-0.500,0.500,4.500,2.143831e0,3.434795e-10,1.717398e-14
5,5,4,0.500,0.500,4.500,2.698952e1,4.324198e-9,2.162099e-13
6,5,4,1.500,0.500,4.500,9.486115e-1,1.519843e-10,7.599216e-15
7,5,4,2.500,0.500,4.500,2.560218e-1,4.101922e-11,2.050961e-15
8,5,4,3.500,0.500,4.500,3.709462e-1,5.943214e-11,2.971607e-15
9,5,4,4.500,0.500,4.500,1.131320e-1,1.812575e-11,9.062873e-16
0,6,4,-4.500,1.500,4.500,4.172717e-2,6.685429e-12,3.342715e-16
1,6,4,-3.500,1.500,4.500,1.274894e-1,2.042606e-11,1.021303e-15
2,6,4,-2.500,1.500,4.500,3.141081e-1,5.032567e-11,2.516283e-15
3,6,4,-1.500,1.500,4.500,5.746813e-1,9.207409e-11,4.603705e-15
4,6,4,-0.500,1.500,4.500,7.560163e-1,1.211272e-10,6.056358e-15
5,6,4,0.500,1.500,4.500,5.030094e-1,8.059099e-11,4.029550e-15
6,6,4,1.500,1.500,4.500,5.417075e-1,8.679111e-11,4.339555e-15
7,6,4,2.500,1.500,4.500,1.614853e-1,2.587280e-11,1.293640e-15
8,6,4,3.500,1.500,4.500,2.039285e-1,3.267294e-11,1.633647e-15
9,6,4,4.500,1.500,4.500,8.156915e-2,1.306882e-11,6.534410e-16
0,7,4,-4.500,2.500,4.500,2.678339e-2,4.291173e-12,2.145586e-16
1,7,4,-3.500,2.500,4.500,1.570774e-1,2.516658e-11,1.258329e-15
2,7,4,-2.500,2.500,4.500,2.663886e-1,4.268015e-11,2.134008e-15
3,7,4,-1.500,2.500,4.500,2.537574e-1,4.065641e-11,2.032821e-15
4,7,4,-0.500,2.500,4.500,3.285070e-1,5.263262e-11,2.631631e-15
5,7,4,0.500,2.500,4.500,3.008835e-1,4.820685e-11,2.410342e-15
6,7,4,1.500,2.500,4.500,3.817522e-1,6.116344e-11,3.058172e-15
7,7,4,2.500,2.500,4.500,3.102318e-1,4.970461e-11,2.485230e-15
8,7,4,3.500,2.500,4.500,9.754640e-2,1.562866e-11,7.814328e-16
9,7,4,4.500,2.500,4.500,1.056813e-1,1.693201e-11,8.466006e-16
0,8,4,-4.500,3.500,4.500,4.314659e-2,6.912846e-12,3.456423e-16
1,8,4,-3.500,3.500,4.500,3.873061e-2,6.205328e-12,3.102664e-16
2,8,4,-2.500,3.500,4.500,1.145827e-1,1.835817e-11,9.179084e-16
3,8,4,-1.500,3.500,4.500,7.567273e-2,1.212411e-11,6.062054e-16
4,8,4,-0.500,3.500,4.500,2.431423e-1,3.895568e-11,1.947784e-15
5,8,4,0.500,3.500,4.500,2.239772e-1,3.588511e-11,1.794256e-15
6,8,4,1.500,3.500,4.500,8.576655e-2,1.374132e-11,6.870658e-16
7,8,4,2.500,3.500,4.500,1.723675e-1,2.761631e-11,1.380816e-15
8,8,4,3.500,3.500,4.500,6.561979e-2,1.051345e-11,5.256725e-16
9,8,4,4.500,3.500,4.500,5.476333e-2,8.774053e-12,4.387027e-16
0,9,4,-4.500,4.500,4.500,2.035034e-2,3.260485e-12,1.630242e-16
1,9,4,-3.500,4.500,4.500,2.324886e-2,3.724877e-12,1.862439e-16
2,9,4,-2.500,4.500,4.500,2.925450e-2,4.687088e-12,2.343544e-16
3,9,4,-1.500,4.500,4.500,7.864807e-2,1.260081e-11,6.300405e-16
4,9,4,-0.500,4.500,4.500,1.520746e-1,2.436503e-11,1.218252e-15
5,9,4,0.500,4.500,4.500,1.198378e-1,1.920013e-11,9.600065e-16
6,9,4,1.500,4.500,4.500,6.219323e-2,9.964454e-12,4.982227e-16
7,9,4,2.500,4.500,4.500,2.229717e-1,3.572401e-11,1.786200e-15
8,9,4,3.500,4.500,4.500,5.882477e-2,9.424767e-12,4.712384e-16
9,9,4,4.500,4.500,4.500,4.948388e-2,7.928192e-12,3.964096e-16
0,0,5,-4.500,-4.500,5.500,4.848254e-2,7.767760e-12,3.883880e-16
1,0,5,-3.500,-4.500,5.500,3.775060e-2,6.048313e-12,3.024157e-16
2,0,5,-2.500,-4.500,5.500,1.454507e-1,2.330377e-11,1.165188e-15
3,0,5,-1.500,-4.500,5.500,6.478785e-2,1.038016e-11,5.190079e-16
4,0,5,-0.500,-4.500,5.500,9.285538e-2,1.487707e-11,7.438536e-16
5,0,5,0.500,-4.500,5.500,1.407455e-1,2.254992e-11,1.127496e-15
6,0,5,1.500,-4.500,5.500,7.580240e-2,1.214488e-11,6.072442e-16
7,0,5,2.500,-4.500,5.500,2.246904e-2,3.599938e-12,1.799969e-16
8,0,5,3.500,-4.500,5.500,4.806659e-2,7.701117e-12,3.850558e-16
9,0,5,4.500,-4.500,5.500,6.228335e-2,9.978893e-12,4.989446e-16
0,1,5,-4.500,-3.500,5.500,1.393229e-1,2.232199e-11,1.116099e-15
1,1,5,-3.500,-3.500,5.500,7.202280e-2,1.153932e-11,5.769662e-16
2,1,5,-2.500,-3.500,5.500,8.128687e-2,1.302359e-11,6.511796e-16
3,1,5,-1.500,-3.500,5.500,9.653672e-2,1.546689e-11,7.733444e-16
4,1,5,-0.500,-3.500,5.500,2.803938e-1,4.492404e-11,2.246202e-15
5,1,5,0.500,-3.500,5.500,1.876883e-1,3.007098e-11,1.503549e-15
6,1,5,1.500,-3.500,5.500,2.437383e-1,3.905118e-11,1.952559e-15
7,1,5,2.500,-3.500,5.500,5.596323e-2,8.966299e-12,4.483149e-16
8,1,5,3.500,-3.500,5.500,6.587702e-2,1.055466e-11,5.277331e-16
9,1,5,4.500,-3.500,5.500,2.504796e-2,4.013126e-12,2.006563e-16
0,2,5,-4.500,-2.500,5.500,1.994001e-2,3.194741e-12,1.597371e-16
1,2,5,-3.500,-2.500,5.500,2.207904e-1,3.537453e-11,1.768726e-15
2,2,5,-2.500,-2.500,5.500,1.028884e-1,1.648454e-11,8.242270e-16
3,2,5,-1.500,-2.500,5.500,1.866769e-1,2.990894e-11,1.495447e-15
4,2,5,-0.500,-2.500,5.500,3.706534e-1,5.938522e-11,2.969261e-15
5,2,5,0.500,-2.500,5.500,4.654664e-1,7.457594e-11,3.728797e-15
6,2,5,1.500,-2.500,5.500,2.396730e-1,3.839985e-11,1.919992e-15
7,2,5,2.500,-2.500,5.500,2.607965e-1,4.178420e-11,2.089210e-15
8,2,5,3.500,-2.500,5.500,1.174360e-1,1.881531e-11,9.407657e-16
9,2,5,4.500,-2.500,5.500,8.561957e-2,1.371777e-11,6.858884e-16
0,3,5,-4.500,-1.500,5.500,1.112323e-1,1.782138e-11,8.910690e-16
1,3,5,-3.500,-1.500,5.500,6.236136e-2,9.991392e-12,4.995696e-16
2,3,5,-2.500,-1.500,5.500,2.603096e-1,4.170620e-11,2.085310e-15
3,3,5,-1.500,-1.500,5.500,4.203879e-1,6.735356e-11,3.367678e-15
4,3,5,-0.500,-1.500,5.500,5.718368e-1,9.161835e-11,4.580917e-15
5,3,5,0.500,-1.500,5.500,6.920673e-1,1.108814e-10,5.544070e-15
6,3,5,1.500,-1.500,5.500,4.328092e-1,6.934368e-11,3.467184e-15
7,3,5,2.500,-1.500,5.500,2.394986e-1,3.837191e-11,1.918595e-15
8,3,5,3.500,-1.500,5.500,1.745895e-1,2.797232e-11,1.398616e-15
9,3,5,4.500,-1.500,5.500,4.388378e-2,7.030957e-12,3.515478e-16
0,4,5,-4.500,-0.500,5.500,1.832896e-1,2.936624e-11,1.468312e-15
1,4,5,-3.500,-0.500,5.500,1.379619e-1,2.210393e-11,1.105196e-15
2,4,5,-2.500,-0.500,5.500,2.765175e-1,4.430299e-11,2.215150e-15
3,4,5,-1.500,-0.500,5.500,4.338165e-1,6.950506e-11,3.475253e-15
4,4,5,-0.500,-0.500,5.500,1.551754e0,2.486184e-10,1.243092e-14
5,4,5,0.500,-0.500,5.500,1.600209e0,2.563818e-10,1.281909e-14
6,4,5,1.500,-0.500,5.500,7.469166e-1,1.196692e-10,5.983462e-15
7,4,5,2.500,-0.500,5.500,4.974501e-1,7.970030e-11,3.985015e-15
8,4,5,3.500,-0.500,5.500,7.554213e-2,1.210318e-11,6.051592e-16
9,4,5,4.500,-0.500,5.500,6.494872e-2,1.040593e-11,5.202966e-16
0,5,5,-4.500,0.500,5.500,1.732980e-1,2.776540e-11,1.388270e-15
1,5,5,-3.500,0.500,5.500,9.622114e-2,1.541633e-11,7.708163e-16
2,5,5,-2.500,0.500,5.500,2.019586e-1,3.235734e-11,1.617867e-15
3,5,5,-1.500,0.500,5.500,5.010784e-1,8.028161e-11,4.014080e-15
4,5,5,-0.500,0.500,5.500,1.445074e0,2.315263e-10,1.157632e-14
5,5,5,0.500,0.500,5.500,2.160046e1,3.460775e-9,1.730387e-13
6,5,5,1.500,0.500,5.500,5.964857e-1,9.556754e-11,4.778377e-15
7,5,5,2.500,0.500,5.500,4.377037e-1,7.012787e-11,3.506393e-15
8,5,5,3.500,0.500,5.500,1.212505e-1,1.942648e-11,9.713240e-16
9,5,5,4.500,0.500,5.500,1.157686e-1,1.854817e-11,9.274087e-16
0,6,5,-4.500,1.500,5.500,5.940278e-2,9.517375e-12,4.758687e-16
1,6,5,-3.500,1.500,5.500,1.810226e-1,2.900302e-11,1.450151e-15
2,6,5,-2.500,1.500,5.500,1.770693e-1,2.836962e-11,1.418481e-15
3,6,5,-1.500,1.500,5.500,5.070138e-1,8.123256e-11,4.061628e-15
4,6,5,-0.500,1.500,5.500,6.842798e-1,1.096337e-10,5.481685e-15
5,6,5,0.500,1.500,5.500,5.026370e-1,8.053133e-11,4.026567e-15
6,6,5,1.500,1.500,5.500,3.886559e-1,6.226954e-11,3.113477e-15
7,6,5,2.500,1.500,5.500,1.547584e-1,2.479502e-11,1.239751e-15
8,6,5,3.500,1.500,5.500,2.317648e-1,3.713282e-11,1.856641e-15
9,6,5,4.500,1.500,5.500,1.388352e-1,2.224385e-11,1.112193e-15
0,7,5,-4.500,2.500,5.500,2.312902e-2,3.705677e-12,1.852839e-16
1,7,5,-3.500,2.500,5.500,1.429722e-1,2.290667e-11,1.145333e-15
2,7,5,-2.500,2.500,5.500,1.152312e-1,1.846208e-11,9.231039e-16
3,7,5,-1.500,2.500,5.500,3.809300e-1,6.103171e-11,3.051585e-15
4,7,5,-0.500,2.500,5.500,1.887076e-1,3.023429e-11,1.511715e-15
5,7,5,0.500,2.500,5.500,3.948581e-1,6.326324e-11,3.163162e-15
6,7,5,1.500,2.500,5.500,2.754298e-1,4.412872e-11,2.206436e-15
7,7,5,2.500,2.500,5.500,2.140870e-1,3.430052e-11,1.715026e-15
8,7,5,3.500,2.500,5.500,1.144994e-1,1.834483e-11,9.172414e-16
9,7,5,4.500,2.500,5.500,5.023191e-2,8.048039e-12,4.024020e-16
0,8,5,-4.500,3.500,5.500,4.153997e-2,6.655437e-12,3.327718e-16
1,8,5,-3.500,3.500,5.500,4.722378e-2,7.566084e-12,3.783042e-16
2,8,5,-2.500,3.500,5.500,1.527589e-1,2.447468e-11,1.223734e-15
3,8,5,-1.500,3.500,5.500,9.781765e-2,1.567211e-11,7.836057e-16
4,8,5,-0.500,3.500,5.500,2.639075e-1,4.228264e-11,2.114132e-15
5,8,5,0.500,3.500,5.500,7.494093e-2,1.200686e-11,6.003431e-16
