Compound,H2O
MolarMass,18.015
""
Energy_eV,Energy_MeV,mu_m_cm2_g
586.3455462901182,0.0005863455462901182,15257.586428087661
589.3239224874359,0.0005893239224874358,15109.920035012723
592.3174275193265,0.0005923174275193266,14961.69117131773
595.3261382335836,0.0005953261382335836,14812.064009767904
598.3501318683512,0.0005983501318683512,14657.43802086155
601.3894860541112,0.0006013894860541112,14495.0782134531
604.4442788156719,0.0006044442788156718,14331.568763001842
607.514588574175,0.000607514588574175,14169.122751055911
610.6004941491053,0.0006106004941491053,14003.53144589615
613.7020747603176,0.0006137020747603176,13831.426997678838
616.8194100300669,0.0006168194100300669,13659.580383121725
619.9525799850541,0.000619952579985054,13487.134498523597
623.101665058482,0.000623101665058482,13321.461299930255
626.2667460921165,0.0006262667460921165,13156.550282136093
629.4479043383657,0.0006294479043383657,12990.498066772832
632.6452214623623,0.0006326452214623623,12827.180209410237
635.8587795440637,0.0006358587795440637,12665.509137298337
639.0886610803552,0.0006390886610803552,12501.445172493164
642.3349489871717,0.0006423349489871717,12340.495930639205
645.5977266016225,0.0006455977266016225,12186.22111183348
648.8770776841346,0.0006488770776841346,12032.920716564393
652.1730864205989,0.0006521730864205989,11880.875491860766
655.4858374245355,0.0006554858374245355,11726.490872825127
658.8154157392614,0.0006588154157392614,11571.336253143903
662.1619068400788,0.0006621619068400788,11427.367545771931
665.5253966364638,0.0006655253966364638,11283.431059862181
668.9059714742774,0.0006689059714742773,11140.71670302189
672.3037181379768,0.0006723037181379768,10995.931498834758
675.7187238528486,0.0006757187238528486,10850.800744728596
679.1510762872423,0.0006791510762872423,10720.29606083604
682.6008635548269,0.0006826008635548268,10590.183497287822
686.0681742168472,0.0006860681742168472,10460.77392889507
689.5530972844024,0.0006895530972844024,10334.852310543716
693.0557222207261,0.0006930557222207261,10213.80923198727
696.5761389434886,0.0006965761389434885,10092.63790613299
700.1144378270992,0.0007001144378270992,9970.528450658081
703.670709705032,0.0007036707097050319,9846.908898544165
707.2450458721529,0.0007072450458721529,9724.822081668744
710.8375380870658,0.0007108375380870658,9604.30699344799
714.4482785744692,0.0007144482785744692,9490.704453010867
718.0773600275201,0.0007180773600275201,9376.81657579931
721.7248756102179,0.0007217248756102178,9262.753959654796
725.3909189597917,0.0007253909189597917,9148.182760145926
729.075584189109,0.000729075584189109,9037.082246602973
732.7789658890862,0.0007327789658890862,8928.743811591248
736.5011591311223,0.0007365011591311223,8819.766080517838
740.2422594695348,0.0007402422594695347,8711.407177667978
744.0023629440171,0.0007440023629440171,8609.312541437806
747.7815660820994,0.0007477815660820994,8506.349611741607
751.5799659016316,0.0007515799659016315,8403.73483770782
755.3976599132686,0.0007553976599132686,8299.760260469924
759.2347461229795,0.0007592347461229794,8196.35980218063
763.0913230345569,0.0007630913230345569,8099.083900490671
766.9674896521528,0.0007669674896521528,8003.208846038094
770.8633454828131,0.000770863345482813,7906.229348327722
774.7789905390385,0.0007747789905390385,7808.919250111191
778.7145253413462,0.0007787145253413462,7711.900297125315
782.6700509208559,0.0007826700509208559,7616.028316160818
786.6456688218782,0.0007866456688218782,7520.805931251736
790.6414811045264,0.0007906414811045264,7425.720103050715
794.6575903473314,0.0007946575903473314,7330.107635078305
798.6940996498805,0.0007986940996498804,7240.056027458572
802.7511126354585,0.0008027511126354585,7151.122666690219
806.8287334537137,0.0008068287334537137,7061.315268165774
810.9270667833259,0.0008109270667833259,6971.238988587222
815.0462178346969,0.0008150462178346968,6880.940788684642
819.1862923526528,0.0008191862923526528,6792.712974540096
823.3473966191538,0.0008233473966191537,6709.655917830751
827.5296374560281,0.0008275296374560281,6626.328057508333
831.7331222277091,0.0008317331222277092,6542.203182968161
835.9579588439968,0.0008359579588439968,6458.673529961154
840.2042557628224,0.0008402042557628224,6374.280552946872
844.4721219930382,0.0008444721219930382,6292.874437758356
848.7616670972103,0.0008487616670972102,6213.341546550871
853.0730011944377,0.0008530730011944377,6133.787744452858
857.4062349631722,0.0008574062349631722,6053.3625596462225
861.7614796440664,0.0008617614796440664,5972.875818856273
866.1388470428234,0.0008661388470428234,5897.337053206631
870.5384495330726,0.0008705384495330726,5821.976094391017
874.9604000592487,0.0008749604000592487,5746.259066615034
879.4048121394977,0.0008794048121394977,5670.536484446428
883.8717998685842,0.0008838717998685841,5597.48311798931
888.3614779208267,0.0008883614779208267,5525.780725937411
892.8739615530359,0.0008928739615530358,5453.826514660255
897.4093666074788,0.0008974093666074787,5382.133235449345
901.9678095148471,0.000901967809514847,5313.3084635149135
906.549407297252,0.0009065494072972519,5244.331765116226
911.154277571222,0.0009111542775712219,5176.250524066658
915.782538550729,0.0009157825385507289,5110.890925107794
920.4343090502164,0.0009204343090502163,5046.580093461833
925.1097084876553,0.0009251097084876553,4982.070147746764
929.8088568876055,0.0009298088568876055,4917.107964248363
934.531874884298,0.0009345318748842979,4852.233815583922
939.278883724735,0.000939278883724735,4787.416515957663
944.0500052717965,0.0009440500052717964,4726.9623448431175
948.8453620073757,0.0009488453620073756,4666.297920996959
953.6650770355159,0.0009536650770355158,4605.606677110011
958.509274085578,0.000958509274085578,4544.695178978745
963.3780775154103,0.0009633780775154102,4485.792289131995
968.271612314547,0.000968271612314547,4428.03055736538
973.1900041074108,0.0009731900041074108,4370.76265992265
978.1333791565442,0.000978133379156544,4315.048567224725
983.1018643658439,0.0009831018643658438,4260.167360495807
988.0955872838263,0.0009880955872838262,4205.546264324833
993.114676106894,0.000993114676106894,4150.289436378494
998.1592596826342,0.000998159259682634,4095.3459583874874
1003.2294675131197,0.0010032294675131196,4043.3258237388804
1008.3254297582398,0.0010083254297582399,3992.166871071561
1013.447277239035,0.001013447277239035,3940.4325218142085
1018.5951414410625,0.0010185951414410626,3888.8906343184995
1023.7691545177643,0.0010237691545177641,3837.1975876089737
1028.9694492938672,0.001028969449293867,3787.8772522264603
1034.1961592687853,0.0010341961592687853,3738.449613006229
1039.4494186200543,0.0010394494186200542,3688.483614809743
1044.7293622067689,0.0010447293622067688,3638.796025492755
1050.0361255730518,0.0010500361255730518,3589.1006523385267
1055.3698449515264,0.0010553698449515263,3542.3551587008756
1060.7306572668215,0.0010607306572668214,3495.788903120593
1066.1187001390792,0.001066118700139079,3449.003556584995
1071.534111887492,0.001071534111887492,3402.311979275555
1076.9770315338544,0.0010769770315338543,3357.718047076955
1082.4475988061274,0.0010824475988061273,3312.956585067794
1087.9459541420313,0.0010879459541420313,3268.8715066242557
1093.4722386926449,0.0010934722386926447,3226.36568832651
1099.0265943260351,0.0010990265943260351,3183.995600381038
1104.6091636308927,0.0011046091636308926,3141.346712558803
1110.2200899201996,0.0011102200899201996,3098.537364942136
1115.8595172349003,0.0011158595172349002,3058.4049486045856
1121.5275903476079,0.0011215275903476078,3018.1851402893612
1127.224454766312,0.0011272244547663119,2977.9658352740516
1132.9502567381226,0.0011329502567381225,2937.531860081906
1138.7051432530166,0.0011387051432530165,2898.5863252335325
1144.489262047619,0.001144489262047619,2859.8251183365837
1150.3027616089869,0.0011503027616089868,2821.3712797663266
1156.145791178431,0.0011561457911784308,2782.875728395438
1162.018500755337,0.001162018500755337,2744.3078079382603
1167.921041101026,0.001167921041101026,2707.9385785999025
1173.8535637426153,0.0011738535637426152,2671.730956007282
1179.8162209769173,0.0011798162209769173,2635.397481239591
1185.8091658743406,0.0011858091658743404,2599.0282926788827
1191.8325522828284,0.0011918325522828283,2564.5154741398237
1197.8865348317988,0.0011978865348317989,2529.967360932112
1203.9712689361236,0.0012039712689361234,2495.264217171875
1210.0869108001086,0.0012100869108001085,2461.589360164751
1216.2336174215136,0.0012162336174215136,2428.734055955028
1222.4115465955733,0.0012224115465955733,2395.4337480286727
1228.6208569190537,0.0012286208569190537,2363.601932916802
1234.8617077943243,0.0012348617077943243,2332.4889180279183
1241.1342594334446,0.0012411342594334446,2300.9999483022025
1247.4386728622849,0.0012474386728622848,2269.4911386463605
1253.775109924651,0.001253775109924651,2238.413964152071
1260.143733286448,0.0012601437332864479,2207.54798245059
1266.544706439848,0.001266544706439848,2178.1413472633603
1272.9781937074952,0.001272978193707495,2149.1217692059126
1279.4443602467156,0.0012794443602467155,2119.612420458852
1285.9433720537666,0.0012859433720537666,2090.5878410216487
1292.4753959680875,0.0012924753959680875,2062.5911852087324
1299.040599676594,0.001299040599676594,2034.644378470441
1305.6391517179716,0.0013056391517179715,2007.0451934065482
1312.271221487013,0.001312271221487013,1980.6640778931658
1318.936979238957,0.001318936979238957,1953.7529677303476
1325.6365960938683,0.0013256365960938683,1926.9911366573965
1332.370244041021,0.001332370244041021,1900.59588021089
1339.1380959433232,0.001339138095943323,1875.1651274884807
1345.9403255417462,0.0013459403255417462,1850.3117672635829
1352.7771074597931,0.0013527771074597931,1825.4251772455398
1359.648617207972,0.0013596486172079718,1800.33759130435
1366.5550311883117,0.0013665550311883117,1775.4374764253982
1373.4965266988813,0.0013734965266988812,1751.400742922724
1380.4732819383494,0.0013804732819383493,1727.2166373206658
1387.485476010551,0.001387485476010551,1702.9526274364648
1394.5332889290944,0.0013945332889290943,1679.7986216082797
1401.616901621973,0.0014016169016219729,1656.5203594202292
1408.736495936215,0.0014087364959362151,1633.4382765808584
1415.892254642555,0.0014158922546425548,1611.5968324626194
1423.0843614401165,0.0014230843614401164,1589.773302254454
1430.3130009611389,0.0014303130009611388,1567.7274382118205
1437.5783587757066,0.0014375783587757065,1545.9873339295418
1444.880621396523,0.001444880621396523,1524.1691703911101
1452.219976283689,0.001452219976283689,1503.1010875308448
1459.5966118495237,0.0014595966118495236,1482.7355597484989
1467.010717463394,0.001467010717463394,1462.2235455278483
1474.4624834565836,0.0014744624834565835,1441.6357092510432
1481.9521011271702,0.0014819521011271701,1421.8850273181238
1489.4797627449461,0.0014894797627449461,1402.3201161875368
1497.0456615563446,0.0014970456615563444,1382.737904288392
1504.6499917894098,0.0015046499917894098,1364.1026492003339
1512.2929486587739,0.0015122929486587739,1345.4009959145515
1519.9747283706777,0.0015199747283706777,1326.6281936386204
1527.6955281279984,0.0015276955281279983,1308.1173341712583
1535.4555461353216,0.0015354555461353215,1290.0565583137525
1543.2549816040191,0.001543254981604019,1272.6069931691557
1551.0940347573744,0.0015510940347573743,1255.2830690973485
1558.9729068357105,0.0015589729068357105,1237.7540809811885
1566.8918001015684,0.0015668918001015683,1220.1753109637302
1574.8509178448878,0.0015748509178448878,1203.582078451253
1582.8504643882366,0.0015828504643882364,1186.9497499996498
1590.8906450920458,0.0015908906450920457,1170.154321483993
1598.9716663598922,0.0015989716663598922,1153.4237397385702
1607.0937356437873,0.0016070937356437872,1137.4063006370138
1615.257061449507,0.001615257061449507,1121.6271675897372
1623.4618533419489,0.0016234618533419488,1105.959566814318
1631.7083219505014,0.0016317083219505014,1090.141959143113
1639.9966789744633,0.0016399966789744631,1074.9633455767316
1648.3271371884666,0.0016483271371884665,1059.9960813063979
1656.6999104479496,0.0016566999104479494,1045.1136864714845
1665.1152136946364,0.0016651152136946364,1030.475972528442
1673.5732629620659,0.0016735732629620658,1016.1222344537462
1682.0742753811255,0.0016820742753811254,1001.7960441933072
1690.6184691856379,0.001690618469185638,988.1854334090992
1699.206063717951,0.001699206063717951,974.6295505935232
1707.8372794345814,0.0017078372794345814,960.7938348196121
1716.5123379118602,0.00171651233791186,947.1545295220975
1725.2314618516355,0.0017252314618516353,933.6337508254395
1733.9948750869758,0.0017339948750869757,920.7881945950587
1742.8028025879285,0.0017428028025879283,907.9311657060207
1751.6554704672835,0.0017516554704672834,895.2050445067586
1760.5531059863904,0.0017605531059863902,882.4439205498941
1769.495937560979,0.001769495937560979,870.1677994429605
1778.4841947670366,0.0017784841947670366,858.0624804532425
1787.5181083466887,0.0017875181083466887,846.0406122399959
1796.5979102141355,0.0017965979102141354,834.4517864428784
1805.7238334615918,0.0018057238334615916,822.8117597068791
1814.8961123652848,0.0018148961123652847,811.148399396701
1824.1149823914548,0.0018241149823914546,799.5901843773146
1833.3806802024126,0.0018333806802024125,788.686117335836
1842.6934436626045,0.0018426934436626043,777.7467370312179
1852.053511844723,0.001852053511844723,766.7123450244229
1861.4611250358491,0.001861461125035849,755.7269790895725
1870.9165247436092,0.001870916524743609,745.3053549354015
1880.4199537023883,0.0018804199537023883,734.7892003607903
1889.9716558795483,0.0018899716558795482,724.378935206833
1899.571876481704,0.001899571876481704,713.8451500304693
1909.220861961005,0.001909220861961005,703.5450068751416
1918.9188600214754,0.0019189188600214754,693.7056289887668
1928.6661196253592,0.0019286661196253592,683.941149319589
1938.462890999526,0.001938462890999526,674.0031199675622
1948.30942564188,0.0019483094256418799,664.394234330959
1958.2059763278303,0.0019582059763278304,655.0468087707712
1968.152797116767,0.001968152797116767,645.6496886171057
1978.150143358596,0.001978150143358596,636.3561447944497
1988.1982717002816,0.0019881982717002817,627.4260145323093
1998.297440092447,0.001998297440092447,618.513118234603
2008.447907795985,0.002008447907795985,609.5709494013635
2018.649935388725,0.0020186499353887248,601.1719493155585
2028.9037847721102,0.00202890378477211,592.8026197363432
2039.2097191779342,0.002039209719177934,584.4124316993918
2049.5680031750844,0.002049568003175084,575.928683842418
2059.978902676349,0.002059978902676349,567.4899626247274
2070.4426849452284,0.002070442684945228,559.4188138758626
2080.9596186028093,0.002080959618602809,551.6188257682503
2091.5299736346497,0.0020915299736346494,543.7445024620337
2102.15402139772,0.00210215402139772,535.8606427255248
2112.8320346273604,0.0021128320346273603,528.2497367100495
2123.5642874442847,0.0021235642874442846,520.7117557978506
2134.3510553616256,0.0021343510553616255,513.2502141320464
2145.1926152919923,0.002145192615291992,506.0632939688918
2156.089245554595,0.002156089245554595,498.99633194286383
2167.041225882376,0.0021670412258823755,491.91206076000265
2178.0488374292036,0.0021780488374292034,484.8126035377627
2189.112362777077,0.002189112362777077,477.74845631151106
2200.232085943394,0.0022002320859433938,471.1205245635272
2211.408292388228,0.002211408292388228,464.4741265553782
2222.6412690216703,0.00222264126902167,457.87942473100696
2233.931304211182,0.002233931304211182,451.2001931292794
2245.2786877890107,0.0022452786877890105,444.7745304782524
2256.6837110596157,0.0022566837110596155,438.441774689752
2268.1466668071616,0.0022681466668071615,432.1552182507316
2279.667849303021,0.0022796678493030207,425.79638207898006
2291.247554313341,0.002291247554313341,419.5900705834199
2302.8860791066227,0.0023028860791066224,413.6529867021823
2314.5837224613683,0.0023145837224613683,407.6738861250966
2326.3407846737346,0.0023263407846737345,401.68108927057017
2338.157567565257,0.002338157567565257,395.8867270294453
2350.0343744905845,0.0023500343744905844,390.2441254392808
2361.9715103452804,0.0023619715103452804,384.5504337890802
2373.9692815736353,0.002373969281573635,378.9600738015817
2386.027996176549,0.002386027996176549,373.48936204522107
2398.1479637194225,0.002398147963719422,368.0680677237211
2410.329495340119,0.002410329495340119,362.8355984489416
2422.57290375694,0.00242257290375694,357.7074969734428
2434.8785032766555,0.0024348785032766553,352.5834229940944
2447.246609802584,0.0024472466098025836,347.49703149990216
2459.6775408426815,0.0024596775408426814,342.35095669837995
2472.1716155177164,0.0024721716155177162,337.3475955284527
2484.7291545694375,0.0024847291545694373,332.5549176014068
2497.350480368831,0.002497350480368831,327.7707856775845
2510.0359169243748,0.002510035916924375,322.93759551577324
2522.7857898903767,0.0025227857898903767,318.3068623946514
2535.600426575315,0.002535600426575315,313.7066066979992
2548.480155950259,0.002548480155950259,309.12844617860395
2561.425308657297,0.002561425308657297,304.7750981129767
2574.4362170180425,0.0025744362170180423,300.4243936100784
2587.513215042146,0.0025875132150421456,296.0517816613031
2600.656638435889,0.0026006566384358886,291.69763917277317
2613.8668246107827,0.0026138668246107827,287.53073826577867
2627.1441126922496,0.0026271441126922493,283.42924921718935
2640.48884352831,0.00264048884352831,279.36860434289986
2653.901359698351,0.0026539013596983507,275.2313666700761
2667.382005521901,0.002667382005521901,271.2482983463558
2680.9311270674907,0.0026809311270674908,267.34589103035535
2694.5490721615147,0.0026945490721615147,263.4725606494575
2708.236190397183,0.0027082361903971825,259.5623651911441
2721.9928331434735,0.0027219928331434734,255.70098344106262
2735.819353554174,0.002735819353554174,252.0269430766953
2749.7161065769305,0.0027497161065769306,248.35548874485985
2763.6834489623643,0.002763683448962364,244.67513316858435
2777.721739273241,0.0027777217392732406,241.08851988020731
2791.8313378936564,0.0027918313378936565,237.59136906308203
2806.012607038308,0.0028060126070383077,234.11165273260042
2820.265910761774,0.002820265910761774,230.64424466375183
2834.591614967879,0.002834591614967879,227.30996001239302
2848.990087419067,0.002848990087419067,223.97393143702703
2863.461697745863,0.002863461697745863,220.70596153966753
2878.0068174563417,0.0028780068174563416,217.5705998427163
2892.625819945684,0.0028926258199456836,214.44356540498293
2907.3190805057434,0.0029073190805057434,211.28815497405955
2922.086976334701,0.002922086976334701,208.10600193286174
2936.929886546727,0.002936929886546727,205.03750880511842
2951.848192181735,0.002951848192181735,202.08887858523852
2966.8422762151417,0.0029668422762151414,199.13298322864992
2981.912523567718,0.0029819125235677176,196.17325514550035
2997.059321115464,0.002997059321115464,193.30147147180426
3012.2830576995243,0.003012283057699524,190.49884692888452
3027.5841241362,0.0030275841241362,187.6748130234192
3042.9629132269606,0.0030429629132269604,184.9903936529551
3058.419819768539,0.003058419819768539,182.3281767845452
3073.9552405630457,0.0030739552405630454,179.65837101987157
3089.5695744281848,0.0030895695744281846,176.9749028991466
3105.263222207474,0.003105263222207474,174.3923587071074
3121.0365867805444,0.0031210365867805445,171.8993078463386
3136.8900730734613,0.003136890073073461,169.38584496454638
3152.8240880691505,0.0031528240880691503,166.87527609205574
3168.839040817833,0.0031688390408178327,164.40164548173823
3184.935342447506,0.003184935342447506,162.02210136981063
3201.1134061745324,0.003201113406174532,159.6624331064882
3217.3736473142267,0.0032173736473142265,157.27740004599954
3233.7164832915264,0.0032337164832915264,154.87822024932635
3250.142333651686,0.003250142333651686,152.61017368087818
3266.651620071082,0.003266651620071082,150.39209351694905
3283.2447663680155,0.0032832447663680153,148.15208098286618
3299.9221985136014,0.0032999221985136012,145.90944977025524
3316.6843446426838,0.0033166843446426836,143.77868242035072
3333.531635064858,0.003333531635064858,141.67099312130267
3350.4645022754985,0.003350464502275498,139.55450611179268
3367.483380966869,0.003367483380966869,137.47603936410556
3384.588708039261,0.0033845887080392605,135.46508283440926
3401.7809226122436,0.003401780922612243,133.4438122390513
3419.060466035914,0.003419060466035914,131.4572369004873
3436.427781902238,0.003436427781902238,129.53493364805897
3453.8833160564154,0.0034538833160564155,127.60286872947407
3471.42751660836,0.00347142751660836,125.7319754537895
3489.0608339441796,0.0034890608339441793,123.90731681244728
3506.7837207377506,0.0035067837207377506,122.10654715162936
3524.5966319623153,0.003524596631962315,120.26893938661323
3542.5000249021955,0.0035425000249021954,118.43536954918763
3560.4943591645106,0.0035604943591645106,116.72314776624948
3578.5800966909865,0.0035785800966909864,114.99574653403612
3596.7577017697904,0.00359675770176979,113.27869977714948
3615.0276410474867,0.0036150276410474866,111.59974400564542
3633.3903835409988,0.0036333903835409987,109.95414684507634
3651.8464006496292,0.003651846400649629,108.31337144553815
3670.396166167199,0.003670396166167199,106.75108943913843
3689.040156294187,0.003689040156294187,105.17629982331285
3707.778849649967,0.003707778849649967,103.61407438979055
3726.612727285066,0.0037266127272850657,102.05098962636201
3745.5422726935562,0.0037455422726935562,100.57797980970933
3764.5679718254396,0.0037645679718254395,99.10834768726083
3783.690313099136,0.0037836903130991357,97.63334212551831
3802.909787413993,0.0038029097874139927,96.15412642036289
3822.2268881629325,0.0038222268881629323,94.76138767470242
3841.6421112450867,0.0038416421112450866,93.3742751226566
3861.155955078542,0.0038611559550785417,91.96534190077871
3880.7689206131095,0.0038807689206131093,90.56848935436577
3900.4815113432237,0.0039004815113432233,89.18590391881548
3920.2942333208407,0.0039202942333208405,87.88480766144225
3940.2075951684456,0.003940207595168445,86.57864238574042
3960.222108092078,0.003960222108092078,85.27332723570858
3980.3382858945006,0.003980338285894501,83.96040729629067
4000.556644988359,0.0040005566449883585,82.73132580283549
4020.877704409455,0.004020877704409455,81.5059112234269
4041.3019858300404,0.004041301985830041,80.27434616299345
4061.830013572254,0.004061830013572253,79.06073429956076
4082.4623146215504,0.00408246231462155,77.89037225909863
4103.199418640246,0.004103199418640246,76.73265420667336
4124.041857981087,0.0041240418579810865,75.56361125793917
4144.990167700954,0.004144990167700953,74.44597413510928
4166.044885574585,0.004166044885574585,73.33427157444464
4187.2065521083505,0.00418720655210835,72.23421324427106
4208.4757105541785,0.004208475710554179,71.19145551972304
4229.852906923467,0.004229852906923467,70.1405209733796
4251.338690001122,0.004251338690001122,69.09100628230298
4272.933611359606,0.004272933611359607,68.03075991177418
4294.638225373154,0.004294638225373153,66.99716473550404
4316.453089231966,0.004316453089231966,66.01436526172863
4338.378762956531,0.004338378762956531,65.03476058507884
4360.415809411971,0.004360415809411971,64.046202099411
4382.564794322539,0.0043825647943225386,63.08962952486004
4404.826286286105,0.004404826286286105,62.1520821204911
4427.200856788777,0.004427200856788777,61.2153809332059
4449.689080219534,0.004449689080219534,60.31523895942897
4472.291533885023,0.004472291533885023,59.43225392555282
4495.0087980243425,0.004495008798024342,58.54173339555541
4517.841455823958,0.004517841455823958,57.65006039264225
4540.790093432644,0.004540790093432644,56.788541472427184
4563.855299976572,0.004563855299976572,55.95803377989485
4587.037667574405,0.004587037667574404,55.12444137423873
4610.337791352518,0.004610337791352518,54.28665274399159
4633.756269460241,0.004633756269460241,53.470879509310045
4657.293703085261,0.004657293703085261,52.686442130064734
4680.950696469024,0.004680950696469024,51.902371625925426
4704.727856922264,0.004704727856922265,51.10409162293694
4728.625794840564,0.004728625794840563,50.318102620928016
4752.6451237200645,0.004752645123720064,49.56076360135301
4776.786460173202,0.0047767864601732015,48.829831688462406
4801.050423944502,0.004801050423944501,48.08962180952428
4825.437637926546,0.004825437637926546,47.35512157865323
4849.948728175925,0.004849948728175925,46.63318022644693
4874.58432392933,0.00487458432392933,45.94472733194854
4899.34505761967,0.00489934505761967,45.248218560669756
4924.231564892359,0.004924231564892358,44.555319871204894
4949.2444846216,0.0049492444846216,43.89127441777497
4974.3844589268065,0.004974384458926806,43.23520861552978
4999.652133189043,0.0049996521331890425,42.576449489230775
5025.048156067654,0.005025048156067654,41.93228079207725
5050.57317951688,0.005050573179516881,41.29857807243626
5076.2278588026065,0.005076227858802606,40.67446090682451
5102.012852519153,0.005102012852519153,40.07287955329835
5127.928822606236,0.005127928822606236,39.484280052174775
5153.9764343659235,0.005153976434365924,38.899040875224635
5180.156356479733,0.005180156356479733,38.302634981418905
5206.469261025761,0.00520646926102576,37.712578868762776
5232.9158234959905,0.0052329158234959905,37.146192712937705
5259.496722813597,0.005259496722813597,36.59528518549407
5286.212641350395,0.005286212641350395,36.04239217652643
5313.064264944317,0.005313064264944317,35.48719703196859
5340.052282917079,0.005340052282917078,34.95722181519594
5367.177388091835,0.0053671773880918355,34.43331275076949
5394.440276810986,0.005394440276810986,33.91093467959729
5421.841648954014,0.005421841648954014,33.41535582251637
5449.38220795551,0.00544938220795551,32.91543245741709
5477.0626608232005,0.0054770626608232,32.417623485112294
5504.88371815607,0.00550488371815607,31.91560322905926
5532.846094162662,0.005532846094162661,31.446020942934922
5560.950506679372,0.0055609505066793715,30.98309880459183
5589.1976771888985,0.0055891976771888984,30.514147892693224
5617.588330838723,0.0056175883308387225,30.043136729987808
5646.123196459785,0.0056461231964597845,29.590141609384286
5674.803006585153,0.0056748030065851525,29.14010811917118
5703.6284974688515,0.005703628497468851,28.697915913891247
5732.600409104717,0.005732600409104717,28.27463431643965
5761.719485245461,0.005761719485245461,27.851162420380664
5790.986473421717,0.005790986473421717,27.427477787648343
5820.402124961257,0.005820402124961256,26.99925640755401
5849.967195008231,0.005849967195008231,26.587449081936157
5879.682442542622,0.005879682442542622,26.194704192060218
5909.548630399684,0.0059095486303996836,25.799035176297334
5939.566525289549,0.005939566525289548,25.401269241668427
5969.7368978168615,0.0059697368978168614,25.011724605008393
6000.060522500636,0.006000060522500635,24.640529620634958
6030.538177794082,0.006030538177794082,24.26615586430007
6061.170646104626,0.006061170646104626,23.89448744150633
6091.958713813941,0.006091958713813941,23.531404738314855
6122.903171298205,0.006122903171298205,23.18038156173934
6154.0048129483475,0.006154004812948347,22.826232253936443
6185.264437190463,0.006185264437190462,22.4781470352346
6216.6828465062645,0.006216682846506264,22.142370097739125
6248.260847453751,0.006248260847453751,21.803541042325087
6279.999250687881,0.006279999250687881,21.479346034186822
6311.898870981344,0.006311898870981343,21.162983384441844
6343.960527245553,0.006343960527245553,20.845089759088246
6376.185042551616,0.006376185042551615,20.52688235417482
6408.573244151489,0.006408573244151489,20.208097288460234
6441.125963499169,0.006441125963499169,19.9032268644342
6473.844036272106,0.006473844036272105,19.605467768113737
6506.728302392609,0.006506728302392609,19.309083686248634
6539.779606049436,0.006539779606049435,19.010333150395482
6572.9987957194135,0.006572998795719413,18.7264669824662
6606.386724189289,0.006606386724189289,18.445327676096976
6639.944248577582,0.006639944248577581,18.164452160936612
6673.672230356603,0.006673672230356603,17.897237177000335
6707.571535374528,0.0067075715353745275,17.62907701084896
6741.643033877694,0.0067416430338776935,17.35886382434711
6775.887600532891,0.006775887600532891,17.0913766586719
6810.306114449845,0.006810306114449845,16.840941030103956
6844.899459203733,0.006844899459203733,16.58946102182373
6879.668522857939,0.006879668522857939,16.33693457370675
6914.614197986805,0.006914614197986805,16.085290346230842
6949.737381698569,0.006949737381698569,15.842138677336662
6985.0389756583445,0.006985038975658344,15.601828111267594
7020.519886111341,0.007020519886111341,15.362622653195535
7056.181023906084,0.007056181023906084,15.131626254193252
7092.0233045178165,0.007092023304517817,14.900508912715578
7128.047648071955,0.007128047648071955,14.677231388085222
7164.2549793677845,0.007164254979367784,14.460198265252723
7200.646227902159,0.007200646227902159,14.242038215849853
7237.22232789333,0.007237222327893329,14.022376676478025
7273.984218305002,0.007273984218305002,13.802603642765485
7310.932842870389,0.007310932842870389,13.598313653355397
7348.069150116463,0.007348069150116462,13.394270550549791
7385.394093388257,0.007385394093388256,13.190167525288683
7422.908630873411,0.007422908630873411,12.985369833257048
7460.613725626727,0.007460613725626726,12.79122198106653
7498.510345594907,0.007498510345594907,12.60023713696637
7536.599463641361,0.00753659946364136,12.407719206598966
7574.882057571248,0.007574882057571248,12.216740719051671
7613.359110156536,0.007613359110156536,12.035511702977002
7652.031609161255,0.0076520316091612545,11.853632660481729
7690.900547366796,0.007690900547366796,11.671232667811276
7729.96692259748,0.00772996692259748,11.497661584824074
7769.231737746126,0.007769231737746125,11.32280285410017
7808.696000799815,0.007808696000799815,11.151137744115768
7848.360724865716,0.007848360724865716,10.988377706058458
7888.226928197178,0.007888226928197177,10.824196259359487
7928.29563421981,0.00792829563421981,10.661580582974093
7968.567871557788,0.007968567871557787,10.4967642363078
8009.0446740602,0.0080090446740602,10.33545682005607
8049.727080827673,0.008049727080827672,10.18274736058811
8090.61613623899,0.00809061613623899,10.029187581026124
8131.712889977936,0.008131712889977936,9.876162509249768
8173.018397060178,0.008173018397060179,9.72754127772271
8214.53371786044,0.00821453371786044,9.582197093692363
8256.259918139682,0.00825625991813968,9.436098114632747
8298.198069072416,0.008298198069072416,9.297823152959298
8340.349247274287,0.008340349247274286,9.15807593230774
8382.71453482966,0.00838271453482966,9.019506362347038
8425.295019319427,0.008425295019319426,8.882383351658092
8468.09179384886,0.00846809179384886,8.751387012571753
8511.105957075772,0.00851110595707577,8.621719901455242
8554.338613238655,0.008554338613238654,8.491107491198708
8597.790872185062,0.008597790872185061,8.361201809176105
8641.46384940003,0.00864146384940003,8.235637884343578
8685.358666034817,0.008685358666034817,8.111073702005303
8729.476448935622,0.008729476448935621,7.987611317644756
8773.81833067253,0.008773818330672528,7.867961474402796
8818.385449568545,0.008818385449568544,7.749409348473001
